id	name	layer	head_shard	weight_id	orig_weight_size	new_weight_size	q_mode	q_wbits	q_gs	ws_pattern	ws_density	ws_storage	act_density	attn_pattern	attn_density
L4_K_S2	K	4	2	L4_WK_S2	2097152	2097152									
L4_V_S2	V	4	2	L4_WV_S2	2097152	2097152									
L4_K_S3	K	4	3	L4_WK_S3	2097152	2097152									
L4_V_S3	V	4	3	L4_WV_S3	2097152	2097152									
L4_K_S4	K	4	4	L4_WK_S4	2097152	2097152									
L4_V_S4	V	4	4	L4_WV_S4	2097152	2097152									
L4_K_S5	K	4	5	L4_WK_S5	2097152	2097152									
L4_V_S5	V	4	5	L4_WV_S5	2097152	2097152									
L4_K_S6	K	4	6	L4_WK_S6	2097152	2097152									
L4_V_S6	V	4	6	L4_WV_S6	2097152	2097152									
L4_K_S7	K	4	7	L4_WK_S7	2097152	2097152									
L4_V_S7	V	4	7	L4_WV_S7	2097152	2097152									
L4_K_write_S0	K_write	4	0	None	0	0									
L4_V_write_S0	V_write	4	0	None	0	0									
L4_K_write_S1	K_write	4	1	None	0	0									
L4_V_write_S1	V_write	4	1	None	0	0									
L4_K_write_S2	K_write	4	2	None	0	0									
L4_V_write_S2	V_write	4	2	None	0	0									
L4_K_write_S3	K_write	4	3	None	0	0									
L4_V_write_S3	V_write	4	3	None	0	0									
L4_K_write_S4	K_write	4	4	None	0	0									
L4_V_write_S4	V_write	4	4	None	0	0									
L4_K_write_S5	K_write	4	5	None	0	0									
L4_V_write_S5	V_write	4	5	None	0	0									
L4_K_write_S6	K_write	4	6	None	0	0									
L4_V_write_S6	V_write	4	6	None	0	0									
L4_K_write_S7	K_write	4	7	None	0	0									
L4_V_write_S7	V_write	4	7	None	0	0									
L4_Q_S0	Q	4	0	L4_WQ_S0	2097152	2097152									
L4_QK_S0	QK	4	0	None	0	0									
L4_Softmax_S0	Softmax	4	0	None	0	0									
L4_SV_S0	SV	4	0	None	0	0									
L4_O_S0	O	4	0	L4_WO_S0	2097152	2097152									
L4_Q_S1	Q	4	1	L4_WQ_S1	2097152	2097152									
L4_QK_S1	QK	4	1	None	0	0									
L4_Softmax_S1	Softmax	4	1	None	0	0									
L4_SV_S1	SV	4	1	None	0	0									
L4_O_S1	O	4	1	L4_WO_S1	2097152	2097152									
L4_Q_S2	Q	4	2	L4_WQ_S2	2097152	2097152									
L4_QK_S2	QK	4	2	None	0	0									
L4_Softmax_S2	Softmax	4	2	None	0	0									
L4_SV_S2	SV	4	2	None	0	0									
L4_O_S2	O	4	2	L4_WO_S2	2097152	2097152									
L4_Q_S3	Q	4	3	L4_WQ_S3	2097152	2097152									
L4_QK_S3	QK	4	3	None	0	0									
L4_Softmax_S3	Softmax	4	3	None	0	0									
L4_SV_S3	SV	4	3	None	0	0									
L4_O_S3	O	4	3	L4_WO_S3	2097152	2097152									
L4_Q_S4	Q	4	4	L4_WQ_S4	2097152	2097152									
L4_QK_S4	QK	4	4	None	0	0									
L4_Softmax_S4	Softmax	4	4	None	0	0									
L4_SV_S4	SV	4	4	None	0	0									
L4_O_S4	O	4	4	L4_WO_S4	2097152	2097152									
L4_Q_S5	Q	4	5	L4_WQ_S5	2097152	2097152									
L4_QK_S5	QK	4	5	None	0	0									
L4_Softmax_S5	Softmax	4	5	None	0	0									
L4_SV_S5	SV	4	5	None	0	0									
L4_O_S5	O	4	5	L4_WO_S5	2097152	2097152									
L4_Q_S6	Q	4	6	L4_WQ_S6	2097152	2097152									
L4_QK_S6	QK	4	6	None	0	0									
L4_Softmax_S6	Softmax	4	6	None	0	0									
L4_SV_S6	SV	4	6	None	0	0									
L4_O_S6	O	4	6	L4_WO_S6	2097152	2097152									
L4_Q_S7	Q	4	7	L4_WQ_S7	2097152	2097152									
L4_QK_S7	QK	4	7	None	0	0									
L4_Softmax_S7	Softmax	4	7	None	0	0									
L4_SV_S7	SV	4	7	None	0	0									
L4_O_S7	O	4	7	L4_WO_S7	2097152	2097152									
L4_O_allreduce	AllReduce	4	None	None	0	0									
L4_Add1	Add	4	None	None	0	0									
L4_LN2	LN	4	None	None	0	0									
L4_FFN_W1_S0	FFN_W1	4	None	L4_W1_S0	5636096	5636096									
L4_FFN_W3_S0	FFN_W3	4	None	L4_W3_S0	5636096	5636096									
L4_Act_S0	SwiGLU	4	None	None	0	0									
L4_FFN_W2_S0	FFN_W2	4	None	L4_W2_S0	5636096	5636096									
L4_FFN_W1_S1	FFN_W1	4	None	L4_W1_S1	5636096	5636096									
L4_FFN_W3_S1	FFN_W3	4	None	L4_W3_S1	5636096	5636096									
L4_Act_S1	SwiGLU	4	None	None	0	0									
L4_FFN_W2_S1	FFN_W2	4	None	L4_W2_S1	5636096	5636096									
L4_FFN_W1_S2	FFN_W1	4	None	L4_W1_S2	5636096	5636096									
L4_FFN_W3_S2	FFN_W3	4	None	L4_W3_S2	5636096	5636096									
L4_Act_S2	SwiGLU	4	None	None	0	0									
L4_FFN_W2_S2	FFN_W2	4	None	L4_W2_S2	5636096	5636096									
L4_FFN_W1_S3	FFN_W1	4	None	L4_W1_S3	5636096	5636096									
L4_FFN_W3_S3	FFN_W3	4	None	L4_W3_S3	5636096	5636096									
L4_Act_S3	SwiGLU	4	None	None	0	0									
L4_FFN_W2_S3	FFN_W2	4	None	L4_W2_S3	5636096	5636096									
L4_FFN_W1_S4	FFN_W1	4	None	L4_W1_S4	5636096	5636096									
L4_FFN_W3_S4	FFN_W3	4	None	L4_W3_S4	5636096	5636096									
L4_Act_S4	SwiGLU	4	None	None	0	0									
L4_FFN_W2_S4	FFN_W2	4	None	L4_W2_S4	5636096	5636096									
L4_FFN_W1_S5	FFN_W1	4	None	L4_W1_S5	5636096	5636096									
L4_FFN_W3_S5	FFN_W3	4	None	L4_W3_S5	5636096	5636096									
L4_Act_S5	SwiGLU	4	None	None	0	0									
L4_FFN_W2_S5	FFN_W2	4	None	L4_W2_S5	5636096	5636096									
L4_FFN_W1_S6	FFN_W1	4	None	L4_W1_S6	5636096	5636096									
L4_FFN_W3_S6	FFN_W3	4	None	L4_W3_S6	5636096	5636096									
L4_Act_S6	SwiGLU	4	None	None	0	0									
L4_FFN_W2_S6	FFN_W2	4	None	L4_W2_S6	5636096	5636096									
L4_FFN_W1_S7	FFN_W1	4	None	L4_W1_S7	5636096	5636096									
L4_FFN_W3_S7	FFN_W3	4	None	L4_W3_S7	5636096	5636096									
L4_Act_S7	SwiGLU	4	None	None	0	0									
L4_FFN_W2_S7	FFN_W2	4	None	L4_W2_S7	5636096	5636096									
L4_FFN_allreduce	AllReduce	4	None	None	0	0									
L4_Add2	Add	4	None	None	0	0									
L5_LN1	LN	5	None	None	0	0									
L5_X	Identity	5	None	None	0	0									
L5_K_S0	K	5	0	L5_WK_S0	2097152	2097152									
L5_V_S0	V	5	0	L5_WV_S0	2097152	2097152									
L5_K_S1	K	5	1	L5_WK_S1	2097152	2097152									
L5_V_S1	V	5	1	L5_WV_S1	2097152	2097152									
L5_K_S2	K	5	2	L5_WK_S2	2097152	2097152									
L5_V_S2	V	5	2	L5_WV_S2	2097152	2097152									
L5_K_S3	K	5	3	L5_WK_S3	2097152	2097152									
L5_V_S3	V	5	3	L5_WV_S3	2097152	2097152									
L5_K_S4	K	5	4	L5_WK_S4	2097152	2097152									
L5_V_S4	V	5	4	L5_WV_S4	2097152	2097152									
L5_K_S5	K	5	5	L5_WK_S5	2097152	2097152									
L5_V_S5	V	5	5	L5_WV_S5	2097152	2097152									
L5_K_S6	K	5	6	L5_WK_S6	2097152	2097152									
L5_V_S6	V	5	6	L5_WV_S6	2097152	2097152									
L5_K_S7	K	5	7	L5_WK_S7	2097152	2097152									
L5_V_S7	V	5	7	L5_WV_S7	2097152	2097152									
L5_K_write_S0	K_write	5	0	None	0	0									
L5_V_write_S0	V_write	5	0	None	0	0									
L5_K_write_S1	K_write	5	1	None	0	0									
L5_V_write_S1	V_write	5	1	None	0	0									
L5_K_write_S2	K_write	5	2	None	0	0									
L5_V_write_S2	V_write	5	2	None	0	0									
L5_K_write_S3	K_write	5	3	None	0	0									
L5_V_write_S3	V_write	5	3	None	0	0									
L5_K_write_S4	K_write	5	4	None	0	0									
L5_V_write_S4	V_write	5	4	None	0	0									
L5_K_write_S5	K_write	5	5	None	0	0									
L5_V_write_S5	V_write	5	5	None	0	0									
L5_K_write_S6	K_write	5	6	None	0	0									
L5_V_write_S6	V_write	5	6	None	0	0									
L5_K_write_S7	K_write	5	7	None	0	0									
L5_V_write_S7	V_write	5	7	None	0	0									
L5_Q_S0	Q	5	0	L5_WQ_S0	2097152	2097152									
L5_QK_S0	QK	5	0	None	0	0									
L5_Softmax_S0	Softmax	5	0	None	0	0									
L5_SV_S0	SV	5	0	None	0	0									
L5_O_S0	O	5	0	L5_WO_S0	2097152	2097152									
L5_Q_S1	Q	5	1	L5_WQ_S1	2097152	2097152									
L5_QK_S1	QK	5	1	None	0	0									
L5_Softmax_S1	Softmax	5	1	None	0	0									
L5_SV_S1	SV	5	1	None	0	0									
L5_O_S1	O	5	1	L5_WO_S1	2097152	2097152									
L5_Q_S2	Q	5	2	L5_WQ_S2	2097152	2097152									
L5_QK_S2	QK	5	2	None	0	0									
L5_Softmax_S2	Softmax	5	2	None	0	0									
L5_SV_S2	SV	5	2	None	0	0									
L5_O_S2	O	5	2	L5_WO_S2	2097152	2097152									
L5_Q_S3	Q	5	3	L5_WQ_S3	2097152	2097152									
L5_QK_S3	QK	5	3	None	0	0									
L5_Softmax_S3	Softmax	5	3	None	0	0									
L5_SV_S3	SV	5	3	None	0	0									
L5_O_S3	O	5	3	L5_WO_S3	2097152	2097152									
L5_Q_S4	Q	5	4	L5_WQ_S4	2097152	2097152									
L5_QK_S4	QK	5	4	None	0	0									
L5_Softmax_S4	Softmax	5	4	None	0	0									
L5_SV_S4	SV	5	4	None	0	0									
L5_O_S4	O	5	4	L5_WO_S4	2097152	2097152									
L5_Q_S5	Q	5	5	L5_WQ_S5	2097152	2097152									
L5_QK_S5	QK	5	5	None	0	0									
L5_Softmax_S5	Softmax	5	5	None	0	0									
L5_SV_S5	SV	5	5	None	0	0									
L5_O_S5	O	5	5	L5_WO_S5	2097152	2097152									
L5_Q_S6	Q	5	6	L5_WQ_S6	2097152	2097152									
L5_QK_S6	QK	5	6	None	0	0									
L5_Softmax_S6	Softmax	5	6	None	0	0									
L5_SV_S6	SV	5	6	None	0	0									
L5_O_S6	O	5	6	L5_WO_S6	2097152	2097152									
L5_Q_S7	Q	5	7	L5_WQ_S7	2097152	2097152									
L5_QK_S7	QK	5	7	None	0	0									
L5_Softmax_S7	Softmax	5	7	None	0	0									
L5_SV_S7	SV	5	7	None	0	0									
L5_O_S7	O	5	7	L5_WO_S7	2097152	2097152									
L5_O_allreduce	AllReduce	5	None	None	0	0									
L5_Add1	Add	5	None	None	0	0									
L5_LN2	LN	5	None	None	0	0									
L5_FFN_W1_S0	FFN_W1	5	None	L5_W1_S0	5636096	5636096									
L5_FFN_W3_S0	FFN_W3	5	None	L5_W3_S0	5636096	5636096									
L5_Act_S0	SwiGLU	5	None	None	0	0									
L5_FFN_W2_S0	FFN_W2	5	None	L5_W2_S0	5636096	5636096									
L5_FFN_W1_S1	FFN_W1	5	None	L5_W1_S1	5636096	5636096									
L5_FFN_W3_S1	FFN_W3	5	None	L5_W3_S1	5636096	5636096									
L5_Act_S1	SwiGLU	5	None	None	0	0									
L5_FFN_W2_S1	FFN_W2	5	None	L5_W2_S1	5636096	5636096									
L5_FFN_W1_S2	FFN_W1	5	None	L5_W1_S2	5636096	5636096									
L5_FFN_W3_S2	FFN_W3	5	None	L5_W3_S2	5636096	5636096									
L5_Act_S2	SwiGLU	5	None	None	0	0									
L5_FFN_W2_S2	FFN_W2	5	None	L5_W2_S2	5636096	5636096									
L5_FFN_W1_S3	FFN_W1	5	None	L5_W1_S3	5636096	5636096									
L5_FFN_W3_S3	FFN_W3	5	None	L5_W3_S3	5636096	5636096									
L5_Act_S3	SwiGLU	5	None	None	0	0									
L5_FFN_W2_S3	FFN_W2	5	None	L5_W2_S3	5636096	5636096									
L5_FFN_W1_S4	FFN_W1	5	None	L5_W1_S4	5636096	5636096									
L5_FFN_W3_S4	FFN_W3	5	None	L5_W3_S4	5636096	5636096									
L5_Act_S4	SwiGLU	5	None	None	0	0									
L5_FFN_W2_S4	FFN_W2	5	None	L5_W2_S4	5636096	5636096									
L5_FFN_W1_S5	FFN_W1	5	None	L5_W1_S5	5636096	5636096									
L5_FFN_W3_S5	FFN_W3	5	None	L5_W3_S5	5636096	5636096									
L5_Act_S5	SwiGLU	5	None	None	0	0									
L5_FFN_W2_S5	FFN_W2	5	None	L5_W2_S5	5636096	5636096									
L5_FFN_W1_S6	FFN_W1	5	None	L5_W1_S6	5636096	5636096									
L5_FFN_W3_S6	FFN_W3	5	None	L5_W3_S6	5636096	5636096									
L5_Act_S6	SwiGLU	5	None	None	0	0									
L5_FFN_W2_S6	FFN_W2	5	None	L5_W2_S6	5636096	5636096									
L5_FFN_W1_S7	FFN_W1	5	None	L5_W1_S7	5636096	5636096									
L5_FFN_W3_S7	FFN_W3	5	None	L5_W3_S7	5636096	5636096									
L5_Act_S7	SwiGLU	5	None	None	0	0									
L5_FFN_W2_S7	FFN_W2	5	None	L5_W2_S7	5636096	5636096									
L5_FFN_allreduce	AllReduce	5	None	None	0	0									
L5_Add2	Add	5	None	None	0	0									
L6_LN1	LN	6	None	None	0	0									
L6_X	Identity	6	None	None	0	0									
L6_K_S0	K	6	0	L6_WK_S0	2097152	2097152									
L6_V_S0	V	6	0	L6_WV_S0	2097152	2097152									
L6_K_S1	K	6	1	L6_WK_S1	2097152	2097152									
L6_V_S1	V	6	1	L6_WV_S1	2097152	2097152									
L6_K_S2	K	6	2	L6_WK_S2	2097152	2097152									
L6_V_S2	V	6	2	L6_WV_S2	2097152	2097152									
L6_K_S3	K	6	3	L6_WK_S3	2097152	2097152									
L6_V_S3	V	6	3	L6_WV_S3	2097152	2097152									
L6_K_S4	K	6	4	L6_WK_S4	2097152	2097152									
L6_V_S4	V	6	4	L6_WV_S4	2097152	2097152									
L6_K_S5	K	6	5	L6_WK_S5	2097152	2097152									
L6_V_S5	V	6	5	L6_WV_S5	2097152	2097152									
L6_K_S6	K	6	6	L6_WK_S6	2097152	2097152									
L6_V_S6	V	6	6	L6_WV_S6	2097152	2097152									
L6_K_S7	K	6	7	L6_WK_S7	2097152	2097152									
L6_V_S7	V	6	7	L6_WV_S7	2097152	2097152									
L6_K_write_S0	K_write	6	0	None	0	0									
L6_V_write_S0	V_write	6	0	None	0	0									
L6_K_write_S1	K_write	6	1	None	0	0									
L6_V_write_S1	V_write	6	1	None	0	0									
L6_K_write_S2	K_write	6	2	None	0	0									
L6_V_write_S2	V_write	6	2	None	0	0									
L6_K_write_S3	K_write	6	3	None	0	0									
L6_V_write_S3	V_write	6	3	None	0	0									
L6_K_write_S4	K_write	6	4	None	0	0									
L6_V_write_S4	V_write	6	4	None	0	0									
L6_K_write_S5	K_write	6	5	None	0	0									
L6_V_write_S5	V_write	6	5	None	0	0									
L6_K_write_S6	K_write	6	6	None	0	0									
L6_V_write_S6	V_write	6	6	None	0	0									
L6_K_write_S7	K_write	6	7	None	0	0									
L6_V_write_S7	V_write	6	7	None	0	0									
L6_Q_S0	Q	6	0	L6_WQ_S0	2097152	2097152									
L6_QK_S0	QK	6	0	None	0	0									
L6_Softmax_S0	Softmax	6	0	None	0	0									
L6_SV_S0	SV	6	0	None	0	0									
L6_O_S0	O	6	0	L6_WO_S0	2097152	2097152									
L6_Q_S1	Q	6	1	L6_WQ_S1	2097152	2097152									
L6_QK_S1	QK	6	1	None	0	0									
L6_Softmax_S1	Softmax	6	1	None	0	0									
L6_SV_S1	SV	6	1	None	0	0									
L6_O_S1	O	6	1	L6_WO_S1	2097152	2097152									
L6_Q_S2	Q	6	2	L6_WQ_S2	2097152	2097152									
L6_QK_S2	QK	6	2	None	0	0									
L6_Softmax_S2	Softmax	6	2	None	0	0									
L6_SV_S2	SV	6	2	None	0	0									
L6_O_S2	O	6	2	L6_WO_S2	2097152	2097152									
L6_Q_S3	Q	6	3	L6_WQ_S3	2097152	2097152									
L6_QK_S3	QK	6	3	None	0	0									
L6_Softmax_S3	Softmax	6	3	None	0	0									
L6_SV_S3	SV	6	3	None	0	0									
L6_O_S3	O	6	3	L6_WO_S3	2097152	2097152									
L6_Q_S4	Q	6	4	L6_WQ_S4	2097152	2097152									
L6_QK_S4	QK	6	4	None	0	0									
L6_Softmax_S4	Softmax	6	4	None	0	0									
L6_SV_S4	SV	6	4	None	0	0									
L6_O_S4	O	6	4	L6_WO_S4	2097152	2097152									
L6_Q_S5	Q	6	5	L6_WQ_S5	2097152	2097152									
L6_QK_S5	QK	6	5	None	0	0									
L6_Softmax_S5	Softmax	6	5	None	0	0									
L6_SV_S5	SV	6	5	None	0	0									
L6_O_S5	O	6	5	L6_WO_S5	2097152	2097152									
L6_Q_S6	Q	6	6	L6_WQ_S6	2097152	2097152									
L6_QK_S6	QK	6	6	None	0	0									
L6_Softmax_S6	Softmax	6	6	None	0	0									
L6_SV_S6	SV	6	6	None	0	0									
L6_O_S6	O	6	6	L6_WO_S6	2097152	2097152									
L6_Q_S7	Q	6	7	L6_WQ_S7	2097152	2097152									
L6_QK_S7	QK	6	7	None	0	0									
L6_Softmax_S7	Softmax	6	7	None	0	0									
L6_SV_S7	SV	6	7	None	0	0									
L6_O_S7	O	6	7	L6_WO_S7	2097152	2097152									
L6_O_allreduce	AllReduce	6	None	None	0	0									
L6_Add1	Add	6	None	None	0	0									
L6_LN2	LN	6	None	None	0	0									
L6_FFN_W1_S0	FFN_W1	6	None	L6_W1_S0	5636096	5636096									
L6_FFN_W3_S0	FFN_W3	6	None	L6_W3_S0	5636096	5636096									
L6_Act_S0	SwiGLU	6	None	None	0	0									
L6_FFN_W2_S0	FFN_W2	6	None	L6_W2_S0	5636096	5636096									
L6_FFN_W1_S1	FFN_W1	6	None	L6_W1_S1	5636096	5636096									
L6_FFN_W3_S1	FFN_W3	6	None	L6_W3_S1	5636096	5636096									
L6_Act_S1	SwiGLU	6	None	None	0	0									
L6_FFN_W2_S1	FFN_W2	6	None	L6_W2_S1	5636096	5636096									
L6_FFN_W1_S2	FFN_W1	6	None	L6_W1_S2	5636096	5636096									
L6_FFN_W3_S2	FFN_W3	6	None	L6_W3_S2	5636096	5636096									
L6_Act_S2	SwiGLU	6	None	None	0	0									
L6_FFN_W2_S2	FFN_W2	6	None	L6_W2_S2	5636096	5636096									
L6_FFN_W1_S3	FFN_W1	6	None	L6_W1_S3	5636096	5636096									
L6_FFN_W3_S3	FFN_W3	6	None	L6_W3_S3	5636096	5636096									
L6_Act_S3	SwiGLU	6	None	None	0	0									
L6_FFN_W2_S3	FFN_W2	6	None	L6_W2_S3	5636096	5636096									
L6_FFN_W1_S4	FFN_W1	6	None	L6_W1_S4	5636096	5636096									
L6_FFN_W3_S4	FFN_W3	6	None	L6_W3_S4	5636096	5636096									
L6_Act_S4	SwiGLU	6	None	None	0	0									
L6_FFN_W2_S4	FFN_W2	6	None	L6_W2_S4	5636096	5636096									
L6_FFN_W1_S5	FFN_W1	6	None	L6_W1_S5	5636096	5636096									
L6_FFN_W3_S5	FFN_W3	6	None	L6_W3_S5	5636096	5636096									
L6_Act_S5	SwiGLU	6	None	None	0	0									
L6_FFN_W2_S5	FFN_W2	6	None	L6_W2_S5	5636096	5636096									
L6_FFN_W1_S6	FFN_W1	6	None	L6_W1_S6	5636096	5636096									
L6_FFN_W3_S6	FFN_W3	6	None	L6_W3_S6	5636096	5636096									
L6_Act_S6	SwiGLU	6	None	None	0	0									
L6_FFN_W2_S6	FFN_W2	6	None	L6_W2_S6	5636096	5636096									
L6_FFN_W1_S7	FFN_W1	6	None	L6_W1_S7	5636096	5636096									
L6_FFN_W3_S7	FFN_W3	6	None	L6_W3_S7	5636096	5636096									
L6_Act_S7	SwiGLU	6	None	None	0	0									
L6_FFN_W2_S7	FFN_W2	6	None	L6_W2_S7	5636096	5636096									
L6_FFN_allreduce	AllReduce	6	None	None	0	0									
L6_Add2	Add	6	None	None	0	0									
L7_LN1	LN	7	None	None	0	0									
L7_X	Identity	7	None	None	0	0									
L7_K_S0	K	7	0	L7_WK_S0	2097152	2097152									
L7_V_S0	V	7	0	L7_WV_S0	2097152	2097152									
L7_K_S1	K	7	1	L7_WK_S1	2097152	2097152									
L7_V_S1	V	7	1	L7_WV_S1	2097152	2097152									
L7_K_S2	K	7	2	L7_WK_S2	2097152	2097152									
L7_V_S2	V	7	2	L7_WV_S2	2097152	2097152									
L7_K_S3	K	7	3	L7_WK_S3	2097152	2097152									
L7_V_S3	V	7	3	L7_WV_S3	2097152	2097152									
L7_K_S4	K	7	4	L7_WK_S4	2097152	2097152									
L7_V_S4	V	7	4	L7_WV_S4	2097152	2097152									
L7_K_S5	K	7	5	L7_WK_S5	2097152	2097152									
L7_V_S5	V	7	5	L7_WV_S5	2097152	2097152									
L7_K_S6	K	7	6	L7_WK_S6	2097152	2097152									
L7_V_S6	V	7	6	L7_WV_S6	2097152	2097152									
L7_K_S7	K	7	7	L7_WK_S7	2097152	2097152									
L7_V_S7	V	7	7	L7_WV_S7	2097152	2097152									
L7_K_write_S0	K_write	7	0	None	0	0									
L7_V_write_S0	V_write	7	0	None	0	0									
L7_K_write_S1	K_write	7	1	None	0	0									
L7_V_write_S1	V_write	7	1	None	0	0									
L7_K_write_S2	K_write	7	2	None	0	0									
L7_V_write_S2	V_write	7	2	None	0	0									
L7_K_write_S3	K_write	7	3	None	0	0									
L7_V_write_S3	V_write	7	3	None	0	0									
L7_K_write_S4	K_write	7	4	None	0	0									
L7_V_write_S4	V_write	7	4	None	0	0									
L7_K_write_S5	K_write	7	5	None	0	0									
L7_V_write_S5	V_write	7	5	None	0	0									
L7_K_write_S6	K_write	7	6	None	0	0									
L7_V_write_S6	V_write	7	6	None	0	0									
L7_K_write_S7	K_write	7	7	None	0	0									
L7_V_write_S7	V_write	7	7	None	0	0									
L7_Q_S0	Q	7	0	L7_WQ_S0	2097152	2097152									
L7_QK_S0	QK	7	0	None	0	0									
L7_Softmax_S0	Softmax	7	0	None	0	0									
L7_SV_S0	SV	7	0	None	0	0									
L7_O_S0	O	7	0	L7_WO_S0	2097152	2097152									
L7_Q_S1	Q	7	1	L7_WQ_S1	2097152	2097152									
L7_QK_S1	QK	7	1	None	0	0									
L7_Softmax_S1	Softmax	7	1	None	0	0									
L7_SV_S1	SV	7	1	None	0	0									
L7_O_S1	O	7	1	L7_WO_S1	2097152	2097152									
L7_Q_S2	Q	7	2	L7_WQ_S2	2097152	2097152									
L7_QK_S2	QK	7	2	None	0	0									
L7_Softmax_S2	Softmax	7	2	None	0	0									
L7_SV_S2	SV	7	2	None	0	0									
L7_O_S2	O	7	2	L7_WO_S2	2097152	2097152									
L7_Q_S3	Q	7	3	L7_WQ_S3	2097152	2097152									
L7_QK_S3	QK	7	3	None	0	0									
L7_Softmax_S3	Softmax	7	3	None	0	0									
L7_SV_S3	SV	7	3	None	0	0									
L7_O_S3	O	7	3	L7_WO_S3	2097152	2097152									
L7_Q_S4	Q	7	4	L7_WQ_S4	2097152	2097152									
L7_QK_S4	QK	7	4	None	0	0									
L7_Softmax_S4	Softmax	7	4	None	0	0									
L7_SV_S4	SV	7	4	None	0	0									
L7_O_S4	O	7	4	L7_WO_S4	2097152	2097152									
L7_Q_S5	Q	7	5	L7_WQ_S5	2097152	2097152									
L7_QK_S5	QK	7	5	None	0	0									
L7_Softmax_S5	Softmax	7	5	None	0	0									
L7_SV_S5	SV	7	5	None	0	0									
L7_O_S5	O	7	5	L7_WO_S5	2097152	2097152									
L7_Q_S6	Q	7	6	L7_WQ_S6	2097152	2097152									
L7_QK_S6	QK	7	6	None	0	0									
L7_Softmax_S6	Softmax	7	6	None	0	0									
L7_SV_S6	SV	7	6	None	0	0									
L7_O_S6	O	7	6	L7_WO_S6	2097152	2097152									
L7_Q_S7	Q	7	7	L7_WQ_S7	2097152	2097152									
L7_QK_S7	QK	7	7	None	0	0									
L7_Softmax_S7	Softmax	7	7	None	0	0									
L7_SV_S7	SV	7	7	None	0	0									
L7_O_S7	O	7	7	L7_WO_S7	2097152	2097152									
L7_O_allreduce	AllReduce	7	None	None	0	0									
L7_Add1	Add	7	None	None	0	0									
L7_LN2	LN	7	None	None	0	0									
L7_FFN_W1_S0	FFN_W1	7	None	L7_W1_S0	5636096	5636096									
L7_FFN_W3_S0	FFN_W3	7	None	L7_W3_S0	5636096	5636096									
L7_Act_S0	SwiGLU	7	None	None	0	0									
L7_FFN_W2_S0	FFN_W2	7	None	L7_W2_S0	5636096	5636096									
L7_FFN_W1_S1	FFN_W1	7	None	L7_W1_S1	5636096	5636096									
L7_FFN_W3_S1	FFN_W3	7	None	L7_W3_S1	5636096	5636096									
L7_Act_S1	SwiGLU	7	None	None	0	0									
L7_FFN_W2_S1	FFN_W2	7	None	L7_W2_S1	5636096	5636096									
L7_FFN_W1_S2	FFN_W1	7	None	L7_W1_S2	5636096	5636096									
L7_FFN_W3_S2	FFN_W3	7	None	L7_W3_S2	5636096	5636096									
L7_Act_S2	SwiGLU	7	None	None	0	0									
L7_FFN_W2_S2	FFN_W2	7	None	L7_W2_S2	5636096	5636096									
L7_FFN_W1_S3	FFN_W1	7	None	L7_W1_S3	5636096	5636096									
L7_FFN_W3_S3	FFN_W3	7	None	L7_W3_S3	5636096	5636096									
L7_Act_S3	SwiGLU	7	None	None	0	0									
L7_FFN_W2_S3	FFN_W2	7	None	L7_W2_S3	5636096	5636096									
L7_FFN_W1_S4	FFN_W1	7	None	L7_W1_S4	5636096	5636096									
L7_FFN_W3_S4	FFN_W3	7	None	L7_W3_S4	5636096	5636096									
L7_Act_S4	SwiGLU	7	None	None	0	0									
L7_FFN_W2_S4	FFN_W2	7	None	L7_W2_S4	5636096	5636096									
L7_FFN_W1_S5	FFN_W1	7	None	L7_W1_S5	5636096	5636096									
L7_FFN_W3_S5	FFN_W3	7	None	L7_W3_S5	5636096	5636096									
L7_Act_S5	SwiGLU	7	None	None	0	0									
L7_FFN_W2_S5	FFN_W2	7	None	L7_W2_S5	5636096	5636096									
L7_FFN_W1_S6	FFN_W1	7	None	L7_W1_S6	5636096	5636096									
L7_FFN_W3_S6	FFN_W3	7	None	L7_W3_S6	5636096	5636096									
L7_Act_S6	SwiGLU	7	None	None	0	0									
L7_FFN_W2_S6	FFN_W2	7	None	L7_W2_S6	5636096	5636096									
L7_FFN_W1_S7	FFN_W1	7	None	L7_W1_S7	5636096	5636096									
L7_FFN_W3_S7	FFN_W3	7	None	L7_W3_S7	5636096	5636096									
L7_Act_S7	SwiGLU	7	None	None	0	0									
L7_FFN_W2_S7	FFN_W2	7	None	L7_W2_S7	5636096	5636096									
L7_FFN_allreduce	AllReduce	7	None	None	0	0									
L7_Add2	Add	7	None	None	0	0									
L8_LN1	LN	8	None	None	0	0									
L8_X	Identity	8	None	None	0	0									
L8_K_S0	K	8	0	L8_WK_S0	2097152	2097152									
L8_V_S0	V	8	0	L8_WV_S0	2097152	2097152									
L8_K_S1	K	8	1	L8_WK_S1	2097152	2097152									
L8_V_S1	V	8	1	L8_WV_S1	2097152	2097152									
L8_K_S2	K	8	2	L8_WK_S2	2097152	2097152									
L8_V_S2	V	8	2	L8_WV_S2	2097152	2097152									
L8_K_S3	K	8	3	L8_WK_S3	2097152	2097152									
L8_V_S3	V	8	3	L8_WV_S3	2097152	2097152									
L8_K_S4	K	8	4	L8_WK_S4	2097152	2097152									
L8_V_S4	V	8	4	L8_WV_S4	2097152	2097152									
L8_K_S5	K	8	5	L8_WK_S5	2097152	2097152									
